time(s),filename,numbytes,info
7.0,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,0,start
7.1,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,0,start
7.5,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 1
7.6,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 1
7.7,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 2
7.7,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 3
7.7,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 3
7.8,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 2
7.8,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 4
7.8,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 4
8.2,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 6
8.4,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 7
8.4,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 8
8.4,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 8
8.4,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 5
8.4,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 5
8.5,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 7
8.6,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 6
9.0,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 9
9.0,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 9
9.0,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 10
9.0,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 12
9.1,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 11
9.1,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 10
9.2,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 12
9.5,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 11
9.5,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 13
9.6,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 16
9.6,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 14
9.7,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 14
9.7,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 13
9.7,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 15
10.0,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 15
10.1,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 17
10.2,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 19
10.5,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 20
11.0,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 17
11.1,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 16
11.1,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 18
11.3,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 18
11.3,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 21
11.3,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 20
11.5,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,4236273,part 25
11.6,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 19
11.7,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 22
11.8,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 22
12.1,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 23
12.1,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 24
12.1,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,16777216,part 21
12.1,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 23
12.1,DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz,16777216,part 24
12.1,DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz,14033063,part 25
