RUN TIME,,Time loading reference,00:00:00.000,0.00
RUN TIME,,Time partial reconfiguration,00:00:01.687,1.69
RUN TIME,,Time performing spatial analysis,00:00:02.513,2.51
RUN TIME,,Time processing spatial analysis reads,00:00:01.607,1.61
RUN TIME,,Time correcting spatial analysis umis,00:00:00.337,0.34
RUN TIME,,Time writing spatial analysis metric files,00:00:00.116,0.12
RUN TIME,,Total runtime,00:00:11.233,11.23
