RUN TIME,,Time loading reference,00:00:00.000,0.00
RUN TIME,,Time partial reconfiguration,00:00:01.666,1.67
RUN TIME,,Time performing spatial analysis,00:00:01.662,1.66
RUN TIME,,Time processing spatial analysis reads,00:00:01.043,1.04
RUN TIME,,Time correcting spatial analysis umis,00:00:00.189,0.19
RUN TIME,,Time writing spatial analysis metric files,00:00:00.067,0.07
RUN TIME,,Total runtime,00:00:10.765,10.77
