time(s),filename,numbytes,info
7.0,DSP-1001660006002-A-G06_S78_L001_R1_001.fastq.gz,0,start
7.1,DSP-1001660006002-A-G06_S78_L001_R2_001.fastq.gz,0,start
7.2,DSP-1001660006002-A-G06_S78_L001_R1_001.fastq.gz,4158733,part 2
7.5,DSP-1001660006002-A-G06_S78_L001_R2_001.fastq.gz,16777216,part 1
7.5,DSP-1001660006002-A-G06_S78_L001_R2_001.fastq.gz,4173793,part 2
7.6,DSP-1001660006002-A-G06_S78_L001_R1_001.fastq.gz,16777216,part 1
