RUN TIME,,Time loading reference,00:00:00.000,0.00
RUN TIME,,Time partial reconfiguration,00:00:01.734,1.73
RUN TIME,,Time performing spatial analysis,00:00:02.014,2.01
RUN TIME,,Time processing spatial analysis reads,00:00:01.337,1.34
RUN TIME,,Time correcting spatial analysis umis,00:00:00.300,0.30
RUN TIME,,Time writing spatial analysis metric files,00:00:00.073,0.07
RUN TIME,,Total runtime,00:00:10.866,10.87
