time(s),filename,numbytes,info
7.1,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,0,start
7.2,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,0,start
7.5,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 4
7.6,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 1
7.6,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 1
7.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 4
7.9,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 3
8.0,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 2
8.1,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 3
8.2,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 2
8.3,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 5
8.3,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 6
8.3,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 5
8.6,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 6
8.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 8
8.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 7
8.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 9
8.8,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 7
8.9,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 9
9.1,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 10
9.1,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 10
9.2,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 8
9.3,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 11
9.4,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 11
9.4,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 12
9.6,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 13
9.6,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 12
9.7,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 14
9.8,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 13
9.8,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 14
10.0,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 17
10.0,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 15
10.2,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 15
10.2,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 17
10.3,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 16
10.3,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 16
10.4,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 18
10.4,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 18
10.4,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 19
10.7,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 19
10.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 20
10.8,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 20
10.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 21
11.0,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 22
11.0,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 21
