time(s),filename,numbytes,info
7.3,DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz,0,start
7.5,DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz,0,start
7.7,DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz,16777216,part 3
7.9,DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz,16777216,part 1
7.9,DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz,16777216,part 4
8.0,DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz,16777216,part 1
8.1,DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz,16777216,part 2
8.2,DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz,16777216,part 4
8.4,DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz,16777216,part 2
8.5,DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz,16777216,part 3
8.5,DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz,7586665,part 6
8.5,DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz,8053496,part 6
8.6,DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz,16777216,part 5
8.7,DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz,16777216,part 5
