time(s),filename,numbytes,info
6.9,DSP-1001660006002-A-B06_S18_L001_R1_001.fastq.gz,0,start
7.0,DSP-1001660006002-A-B06_S18_L001_R2_001.fastq.gz,0,start
7.5,DSP-1001660006002-A-B06_S18_L001_R2_001.fastq.gz,11234965,part 1
7.8,DSP-1001660006002-A-B06_S18_L001_R1_001.fastq.gz,11277805,part 1
