time(s),filename,numbytes,info
7.0,DSP-1001660006002-A-A07_S7_L001_R1_001.fastq.gz,0,start
7.1,DSP-1001660006002-A-A07_S7_L001_R2_001.fastq.gz,0,start
7.6,DSP-1001660006002-A-A07_S7_L001_R2_001.fastq.gz,16777216,part 1
7.6,DSP-1001660006002-A-A07_S7_L001_R1_001.fastq.gz,16777216,part 1
7.7,DSP-1001660006002-A-A07_S7_L001_R1_001.fastq.gz,12012077,part 2
7.8,DSP-1001660006002-A-A07_S7_L001_R2_001.fastq.gz,12084359,part 2
