time(s),filename,numbytes,info
7.0,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,0,start
7.1,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,0,start
7.5,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,16777216,part 2
7.5,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,16777216,part 3
7.7,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,16777216,part 4
7.7,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,16777216,part 4
7.7,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,16777216,part 1
7.8,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,16777216,part 1
7.8,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,16777216,part 3
7.9,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,16777216,part 2
8.0,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,16777216,part 6
8.1,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,7787661,part 7
8.1,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,7472760,part 7
8.2,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,16777216,part 6
8.3,DSP-1001660006002-A-E09_S57_L001_R2_001.fastq.gz,16777216,part 5
8.3,DSP-1001660006002-A-E09_S57_L001_R1_001.fastq.gz,16777216,part 5
