time(s),filename,numbytes,info
7.1,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,0,start
7.2,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,0,start
7.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 3
7.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 4
7.6,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 4
7.7,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 1
7.7,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 2
7.8,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 3
7.8,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 2
7.8,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 1
8.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 5
8.4,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 6
8.4,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 6
8.5,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 7
8.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 8
8.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 5
8.7,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 8
8.7,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 7
8.8,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 10
9.1,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 11
9.1,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 12
9.2,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 11
9.2,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 12
9.2,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 10
9.2,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 9
9.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 9
9.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 13
9.7,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 15
9.8,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 14
9.8,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 16
9.8,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 17
9.9,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 14
9.9,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 13
9.9,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 15
9.9,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 16
10.2,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 18
10.3,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 18
