time(s),filename,numbytes,info
10.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 20
10.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 19
10.4,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 17
10.5,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 21
10.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 19
10.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 20
10.7,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 22
11.0,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 22
11.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 24
11.3,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 21
11.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 23
11.4,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 26
11.4,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 25
11.4,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 23
11.5,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 24
11.7,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 25
11.7,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 28
11.9,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 26
11.9,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 27
11.9,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 27
12.0,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 30
12.1,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 29
12.2,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 28
12.2,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 29
12.3,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 31
12.4,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,3968064,part 34
12.4,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 33
12.4,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 30
12.4,DSP-1001660006002-A-F07_S67_L001_R2_001.fastq.gz,16777216,part 32
12.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 31
12.6,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,16777216,part 32
12.8,DSP-1001660006002-A-F07_S67_L001_R1_001.fastq.gz,14795964,part 33
