time(s),filename,numbytes,info
7.0,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,0,start
7.2,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,0,start
7.6,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 3
7.6,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 1
7.7,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 4
7.7,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 4
7.7,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 2
7.8,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 3
7.9,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 1
7.9,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 2
8.4,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 5
8.4,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 6
8.4,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 6
8.4,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 7
8.5,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 5
8.5,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 7
8.6,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 8
8.7,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,7106021,part 10
8.7,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 8
8.8,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,3666220,part 10
8.9,DSP-1001660006002-A-B11_S23_L001_R1_001.fastq.gz,16777216,part 9
9.1,DSP-1001660006002-A-B11_S23_L001_R2_001.fastq.gz,16777216,part 9
